flight_direction,waypoint_id,latitude,longitude,altitude,phase,distance_to_next_meters,altitude_difference,vertical_velocity,horizontal_velocity,time_to_complete,destination_heading_radians,is_first_last_time,energy_consumption
SJC_SFO,SJC_SFO_waypoint_1,37.25392086558079,-121.7080625618313,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333258,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_2,37.26229482128446,-121.72326574789486,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333424,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_3,37.270668776693306,-121.73847062470396,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333131,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_4,37.27904273180726,-121.75367719295951,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332724,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_5,37.28741668662625,-121.7688854533627,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333336,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_6,37.29579064115021,-121.78409540661504,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.31783021033294,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_7,37.304164595379085,-121.79930705341836,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332827,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_8,37.31253854931279,-121.81452039447475,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332263,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_9,37.32091250295127,-121.8297354304867,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333155,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_10,37.32928645629445,-121.84495216215689,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332647,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_11,37.33766040934229,-121.86017059018836,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333014,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_12,37.34603436209471,-121.8753907152845,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.31783021033337,False,0.4934371030319609
SJC_SFO,SJC_SFO_waypoint_13,37.35440831455163,-121.89061253814894,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333619,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_14,37.362782266713,-121.90583605948564,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333317,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_15,37.37115621857875,-121.92106127999894,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332483,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_16,37.3795301701488,-121.93628820039336,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210333495,False,0.4934371030319611
SJC_SFO,SJC_SFO_waypoint_17,37.38790412142313,-121.95151682137384,450,CRUISE,1635.26,0.0,0.0,79.71,20.515117300213277,5.317830210332939,False,0.4934371030319611
