flight_direction,waypoint_id,latitude,longitude,altitude,phase,distance_to_next_meters,altitude_difference,vertical_velocity,horizontal_velocity,time_to_complete,is_first_last_time,energy_consumption
SFO_SJC,SFO_FATO,37.620421,-122.395884,0,HOVER CLIMB,0.0,15.0,1.5,0.0,10.0,False,1.05
SFO_SJC,SFO_hover_fix,37.620421,-122.395884,15,CLIMB TRANSITION,719.55,180.0,1.5,5.99625,120.0,True,9.67
SFO_SJC,SFO_departure_fix,37.61458974981079,-122.39233030065864,195,CLIMB,2833.22,255.0,2.54,28.22109333333333,100.39370078740156,False,5.94
SFO_SJC,SFO_SJC_waypoint_1,37.6002445721689,-122.36572470016752,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_2,37.5919667091451,-122.35037233405212,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_3,37.58368884641842,-122.33502167521804,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_4,37.5754109839888,-122.31967272296522,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_5,37.56713312185618,-122.30432547659386,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_6,37.55885526002049,-122.28897993540448,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_7,37.550577398481664,-122.2736360986979,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_8,37.54229953723964,-122.2582939657753,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_9,37.53402167629435,-122.24295353593804,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_10,37.525743815645725,-122.22761480848791,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_11,37.5174659552937,-122.21227778272696,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_12,37.50918809523821,-122.19694245795748,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_13,37.50091023547918,-122.18160883348214,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_14,37.49263237601657,-122.1662769086039,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_15,37.4843545168503,-122.15094668262604,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_16,37.4760766579803,-122.13561815485204,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_17,37.467798799406495,-122.12029132458584,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_18,37.45952094112885,-122.10496619113157,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_19,37.45124308314726,-122.08964275379368,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_20,37.44296522546169,-122.07432101187692,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_21,37.43468736807207,-122.05900096468642,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_22,37.42640951097832,-122.04368261152749,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_23,37.41813165418039,-122.02836595170582,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_24,37.4098537976782,-122.01305098452735,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_25,37.40157594147169,-121.9977377092984,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_26,37.39329808556081,-121.9824261253255,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_27,37.38502022994548,-121.96711623191555,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_28,37.37674237462564,-121.95180802837572,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_29,37.36846451960122,-121.93650151401344,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_30,37.36018666487215,-121.92119668813652,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_31,37.35190881043839,-121.90589355005304,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_32,37.34363095629985,-121.89059209907133,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_33,37.33535310245647,-121.87529233450007,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_34,37.32707524890819,-121.85999425564827,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_35,37.31879739565493,-121.84469786182515,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_36,37.310519542696646,-121.8294031523403,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_37,37.30224169003326,-121.81411012650358,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_38,37.29396383766472,-121.79881878362517,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_39,37.28568598559094,-121.78352912301548,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_40,37.27740813381188,-121.76824114398528,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_41,37.26913028232745,-121.75295484584568,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_42,37.26085243113761,-121.737670227908,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_43,37.25257458024228,-121.72238728948386,450,CRUISE,1635.05,0.0,0.0,79.71,20.51248274996864,False,0.64
SFO_SJC,SFO_SJC_waypoint_44,37.24429672964139,-121.70710602988524,450,CRUISE,1737.22,0.0,0.0,79.71,21.79425417137122,False,0.67
SFO_SJC,SFO_SJC_waypoint_45,37.232442521798816,-121.69430454583352,450,DESCENT,4417.22,-335.0,3.0,39.55719402985075,111.66666666666669,False,2.29
