flight_direction,waypoint_id,latitude,longitude,altitude,phase,distance_to_next_meters,altitude_difference,vertical_velocity,horizontal_velocity,time_to_complete
SFO_SJC,SFO_FATO,37.620421,-122.395884,0,HOVER CLIMB,0.0,15,1.5,0.0,10.0
SFO_SJC,SFO_hover_fix,37.620421,-122.395884,15,CLIMB TRANSITION,719.55,180,1.5,11.9925,120.0
SFO_SJC,SFO_departure_fix,37.61458974981079,-122.39233030065864,195,CLIMB,2833.22,255,2.5,27.776666666666664,102.0
SFO_SJC,SFO_SJC_waypoint_1,37.600244572168904,-122.36572470016752,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_2,37.5919667091451,-122.35037233405212,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_3,37.58368884641842,-122.33502167521804,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_4,37.5754109839888,-122.31967272296522,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_5,37.56713312185618,-122.30432547659386,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_6,37.55885526002049,-122.28897993540447,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_7,37.550577398481664,-122.2736360986979,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_8,37.54229953723964,-122.2582939657753,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_9,37.53402167629435,-122.24295353593804,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_10,37.525743815645725,-122.22761480848793,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_11,37.5174659552937,-122.21227778272696,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_12,37.50918809523821,-122.19694245795749,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_13,37.50091023547918,-122.18160883348214,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_14,37.49263237601657,-122.1662769086039,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_15,37.4843545168503,-122.15094668262603,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_16,37.4760766579803,-122.13561815485205,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_17,37.467798799406495,-122.12029132458585,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_18,37.459520941128844,-122.10496619113157,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_19,37.45124308314726,-122.08964275379367,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_20,37.44296522546169,-122.07432101187693,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_21,37.43468736807207,-122.05900096468642,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_22,37.426409510978324,-122.04368261152749,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_23,37.418131654180385,-122.02836595170582,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_24,37.4098537976782,-122.01305098452737,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_25,37.40157594147169,-121.9977377092984,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_26,37.39329808556081,-121.9824261253255,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_27,37.38502022994548,-121.96711623191555,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_28,37.37674237462564,-121.95180802837571,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_29,37.36846451960122,-121.93650151401344,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_30,37.36018666487215,-121.92119668813653,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_31,37.35190881043839,-121.90589355005304,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_32,37.34363095629985,-121.89059209907133,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_33,37.335353102456466,-121.87529233450009,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_34,37.32707524890819,-121.85999425564829,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
SFO_SJC,SFO_SJC_waypoint_35,37.31879739565493,-121.84469786182515,450,CRUISE,1635.05,0,0.0,79.71,20.512482749968637
