flight_direction,waypoint_id,latitude,longitude,altitude,phase,distance_to_next_meters,altitude_difference,vertical_velocity,horizontal_velocity,time_to_complete,is_first_last_time,energy_consumption
SFO_SJC,SFO_FATO,37.620421,-122.395884,0,HOVER CLIMB,0.0,15.0,1.5,0.0,10.0,False,1.05
SFO_SJC,SFO_hover_fix,37.620421,-122.395884,15,CLIMB TRANSITION,719.55,180.0,1.5,5.99625,120.0,True,8.09
SFO_SJC,SFO_departure_fix,37.61459096911037,-122.39232711358748,195,CLIMB,2833.22,255.0,2.54,28.22109333333333,100.39370078740156,False,4.46
SFO_SJC,SFO_SJC_waypoint_1,37.60025491800756,-122.36571367392544,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_2,37.592028622225975,-122.35044271259996,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_3,37.58380232673655,-122.33517343892984,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_4,37.57557603153921,-122.31990585222736,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_5,37.5673497366339,-122.30463995180506,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_6,37.55912344202054,-122.2893757369758,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_7,37.55089714769909,-122.2741132070528,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_8,37.54267085366947,-122.25885236134944,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_9,37.53444455993163,-122.24359319917956,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_10,37.52621826648548,-122.22833571985714,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_11,37.51799197333097,-122.21307992269656,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_12,37.50976568046805,-122.19782580701244,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_13,37.50153938789664,-122.18257337211976,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_14,37.49331309561666,-122.16732261733374,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_15,37.48508680362807,-122.15207354196993,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_16,37.4768605119308,-122.1368261453441,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_17,37.46863422052478,-122.12158042677244,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_18,37.460407929409946,-122.10633638557132,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_19,37.45218163858625,-122.09109402105749,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_20,37.443955348053606,-122.07585333254792,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_21,37.43572905781197,-122.06061431935991,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_22,37.42750276786126,-122.04537698081111,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_23,37.41927647820143,-122.0301413162194,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_24,37.41105018883239,-122.01490732490292,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_25,37.40282389975411,-121.99967500618015,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_26,37.3945976109665,-121.98444435936987,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_27,37.3863713224695,-121.9692153837912,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_28,37.378145034263056,-121.95398807876344,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_29,37.3699187463471,-121.93876244360622,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_30,37.36169245872156,-121.92353847763954,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_31,37.3534661713864,-121.9083161801836,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_32,37.34523988434152,-121.89309555055893,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_33,37.33701359758687,-121.87787658808634,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_34,37.32878731112239,-121.862659292087,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_35,37.32056102494802,-121.84744366188222,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_36,37.312334739063694,-121.83222969679376,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_37,37.30410845346935,-121.81701739614364,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_38,37.29588216816492,-121.80180675925403,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_39,37.287655883150336,-121.7865977854476,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_40,37.27942959842554,-121.77139047404717,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_41,37.27120331399047,-121.75618482437586,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_42,37.26297702984507,-121.74098083575714,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_43,37.254750745989256,-121.72577850751476,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_44,37.246524462422975,-121.7105778389727,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_45,37.23829817914618,-121.69537882945532,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_46,37.23007189615879,-121.68018147828715,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_47,37.22184561346075,-121.66498578479316,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_48,37.21361933105197,-121.6497917482985,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_49,37.20539304893244,-121.6345993681286,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_50,37.19716676710205,-121.61940864360923,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
SFO_SJC,SFO_SJC_waypoint_51,37.18894048556074,-121.60421957406648,450,CRUISE,1625.9,0.0,0.0,67.0,24.26716417910448,False,0.94
