flight_direction,waypoint_id,latitude,longitude,altitude,phase,distance_to_next_meters,altitude_difference,vertical_velocity,horizontal_velocity,time_to_complete,destination_heading_radians
SFO_SJC,SFO_FATO,37.620421,-122.395884,0,HOVER CLIMB,0.0,15,1.5,0.0,10.0,0.0
SFO_SJC,SFO_hover_fix,37.620421,-122.395884,15,CLIMB TRANSITION,1469.08,90,1.5,48.96933333333333,60.0,2.7100444216833397
SFO_SJC,SFO_departure_fix,37.608412788877835,-122.38890389276357,105,CLIMB,6356.01,345,2.875,52.966750000000005,120.0,2.1864456460844535
SFO_SJC,SFO_SJC_waypoint_1,37.57536760130352,-122.32998606575086,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460837083
SFO_SJC,SFO_SJC_waypoint_2,37.56688777294755,-122.3148637166601,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460847004
SFO_SJC,SFO_SJC_waypoint_3,37.5584079448869,-122.29974308873386,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460841764
SFO_SJC,SFO_SJC_waypoint_4,37.54992811712151,-122.28462418124919,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.186445646084615
SFO_SJC,SFO_SJC_waypoint_5,37.54144828965131,-122.26950699348349,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.186445646084349
SFO_SJC,SFO_SJC_waypoint_6,37.532968462476234,-122.25439152471444,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.186445646084632
SFO_SJC,SFO_SJC_waypoint_7,37.524488635596214,-122.23927777422008,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460844277
SFO_SJC,SFO_SJC_waypoint_8,37.51600880901118,-122.22416574127877,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.186445646084739
SFO_SJC,SFO_SJC_waypoint_9,37.50752898272108,-122.20905542516915,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.186445646084016
SFO_SJC,SFO_SJC_waypoint_10,37.49904915672583,-122.19394682517024,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.186445646083979
SFO_SJC,SFO_SJC_waypoint_11,37.49056933102538,-122.17883994056133,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460844157
SFO_SJC,SFO_SJC_waypoint_12,37.48208950561963,-122.16373477062209,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460843242
SFO_SJC,SFO_SJC_waypoint_13,37.473609680508545,-122.14863131463242,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.186445646083856
SFO_SJC,SFO_SJC_waypoint_14,37.46512985569206,-122.13352957187263,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460845862
SFO_SJC,SFO_SJC_waypoint_15,37.456650031170085,-122.11842954162333,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.186445646084386
SFO_SJC,SFO_SJC_waypoint_16,37.44817020694257,-122.1033312231654,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.186445646084751
SFO_SJC,SFO_SJC_waypoint_17,37.439690383009435,-122.0882346157801,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460840964
SFO_SJC,SFO_SJC_waypoint_18,37.431210559370626,-122.07313971874893,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460845516
SFO_SJC,SFO_SJC_waypoint_19,37.42273073602607,-122.05804653135382,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.186445646084102
SFO_SJC,SFO_SJC_waypoint_20,37.414250912975696,-122.04295505287692,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460845387
SFO_SJC,SFO_SJC_waypoint_21,37.40577109021945,-122.02786528260079,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460838593
SFO_SJC,SFO_SJC_waypoint_22,37.39729126775727,-122.01277721980819,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.186445646084133
SFO_SJC,SFO_SJC_waypoint_23,37.38881144558906,-121.99769086378231,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460837243
SFO_SJC,SFO_SJC_waypoint_24,37.38033162371478,-121.9826062138066,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460839214
SFO_SJC,SFO_SJC_waypoint_25,37.37185180213435,-121.96752326916484,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.186445646085136
SFO_SJC,SFO_SJC_waypoint_26,37.3633719808477,-121.95244202914117,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460839823
SFO_SJC,SFO_SJC_waypoint_27,37.354892159854785,-121.93736249301995,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.186445646084244
SFO_SJC,SFO_SJC_waypoint_28,37.34641233915552,-121.92228466008594,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460843202
SFO_SJC,SFO_SJC_waypoint_29,37.33793251874985,-121.90720852962419,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460844703
SFO_SJC,SFO_SJC_waypoint_30,37.329452698637695,-121.89213410092006,450,CRUISE,1631.57,0,0.0,79.71,20.468824488771798,2.1864456460843424
SFO_SJC,SFO_SJC_waypoint_31,37.320972878819,-121.87706137325924,450,CRUISE,1675.21,0,0.0,79.71,21.01630912056204,2.309727728934267
SFO_SJC,SFO_SJC_waypoint_32,37.31081909886985,-121.86305105709359,450,DESCENT,6356.01,-345,2.875,52.966750000000005,120.0,2.185824782324057
SFO_SJC,SJC_approach_fix,37.277803053144446,-121.8043411759758,105,DESCENT TRANSITION,1469.08,-90,1.5,48.96933333333333,60.0,1.6626719862491788
SFO_SJC,SJC_hover_fix,37.27658901131763,-121.78779734900749,15,HOVER DESCENT,0.0,-15,1.5,0.0,10.0,0.0
SFO_SJC,SJC_FATO,37.27658901131763,-121.78779734900749,0,END,0.0,,,,,
SJC_SFO,SJC_FATO,37.27658901131763,-121.78779734900749,0,HOVER CLIMB,0.0,15,1.5,0.0,10.0,0.0
SJC_SFO,SJC_hover_fix,37.27658901131763,-121.78779734900749,15,CLIMB TRANSITION,1469.08,90,1.5,48.96933333333333,60.0,5.8580904269664735
SJC_SFO,SJC_departure_fix,37.288632253792585,-121.7946501368284,105,CLIMB,6356.01,345,2.875,52.966750000000005,120.0,5.334491651368675
SJC_SFO,SJC_SFO_waypoint_1,37.321949078595985,-121.85309944933168,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368192
SJC_SFO,SJC_SFO_waypoint_2,37.33050256947556,-121.8681021510641,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651369004
SJC_SFO,SJC_SFO_waypoint_3,37.33905606006188,-121.88310656123895,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.3344916513680385
SJC_SFO,SJC_SFO_waypoint_4,37.34760955035486,-121.89811268057981,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368762
SJC_SFO,SJC_SFO_waypoint_5,37.356163040354446,-121.9131205098106,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.3344916513688565
SJC_SFO,SJC_SFO_waypoint_6,37.364716530060576,-121.92813004965546,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.3344916513682605
SJC_SFO,SJC_SFO_waypoint_7,37.37327001947316,-121.94314130083897,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368367
SJC_SFO,SJC_SFO_waypoint_8,37.381823508592156,-121.95815426408596,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368521
SJC_SFO,SJC_SFO_waypoint_9,37.39037699741748,-121.97316894012161,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368094
SJC_SFO,SJC_SFO_waypoint_10,37.39893048594907,-121.98818532967144,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368658
SJC_SFO,SJC_SFO_waypoint_11,37.40748397418688,-122.00320343346125,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368719
SJC_SFO,SJC_SFO_waypoint_12,37.41603746213082,-122.01822325221718,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.3344916513695875
SJC_SFO,SJC_SFO_waypoint_13,37.42459094978083,-122.03324478666575,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.3344916513686265
SJC_SFO,SJC_SFO_waypoint_14,37.43314443713684,-122.04826803753375,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368336
SJC_SFO,SJC_SFO_waypoint_15,37.44169792419878,-122.06329300554827,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368286
SJC_SFO,SJC_SFO_waypoint_16,37.45025141096658,-122.07831969143679,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.3344916513688565
SJC_SFO,SJC_SFO_waypoint_17,37.45880489744019,-122.0933480959271,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368771
SJC_SFO,SJC_SFO_waypoint_18,37.46735838361953,-122.10837821974728,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368326
SJC_SFO,SJC_SFO_waypoint_19,37.47591186950453,-122.12341006362578,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368723
SJC_SFO,SJC_SFO_waypoint_20,37.48446535509513,-122.13844362829137,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651367904
SJC_SFO,SJC_SFO_waypoint_21,37.49301884039125,-122.1534789144731,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368673
SJC_SFO,SJC_SFO_waypoint_22,37.50157232539284,-122.1685159229004,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.33449165136826
SJC_SFO,SJC_SFO_waypoint_23,37.51012581009982,-122.18355465430301,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368522
SJC_SFO,SJC_SFO_waypoint_24,37.51867929451214,-122.198595109411,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368038
SJC_SFO,SJC_SFO_waypoint_25,37.5272327786297,-122.21363728895477,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651367873
SJC_SFO,SJC_SFO_waypoint_26,37.53578626245246,-122.22868119366505,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368482
SJC_SFO,SJC_SFO_waypoint_27,37.54433974598035,-122.24372682427285,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.33449165136926
SJC_SFO,SJC_SFO_waypoint_28,37.5528932292133,-122.2587741815096,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.3344916513688165
SJC_SFO,SJC_SFO_waypoint_29,37.56144671215124,-122.27382326610696,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651368421
SJC_SFO,SJC_SFO_waypoint_30,37.57000019479409,-122.28887407879702,450,CRUISE,1631.27,0,0.0,79.71,20.465060845565176,5.334491651367851
SJC_SFO,SJC_SFO_waypoint_31,37.578553677141805,-122.30392662031213,450,CRUISE,1674.72,0,0.0,79.71,21.010161836657886,5.212109414360293
SJC_SFO,SJC_SFO_waypoint_32,37.58577400545107,-122.32061891615659,450,DESCENT,6356.01,-345,2.875,52.966750000000005,120.0,5.335116314665972
SJC_SFO,SFO_approach_fix,37.61911971669074,-122.37927476493931,105,DESCENT TRANSITION,1469.08,-90,1.5,48.96933333333333,60.0,4.811069827453475
SJC_SFO,SFO_hover_fix,37.620421,-122.395884,15,HOVER DESCENT,0.0,-15,1.5,0.0,10.0,0.0
SJC_SFO,SFO_FATO,37.620421,-122.395884,0,END,0.0,,,,,
