flight_direction,waypoint_id,latitude,longitude,altitude,phase,distance_to_next_meters,altitude_difference,vertical_velocity,horizontal_velocity,time_to_complete,destination_heading_radians
SFO_SJC,SFO_FATO,37.620421,-122.395884,0,HOVER CLIMB,0.0,15,1.5,0.0,10.0,0.0
SFO_SJC,SFO_hover_fix,37.620421,-122.395884,15,CLIMB TRANSITION,1469.08,90,1.5,48.96933333333333,60.0,2.698680637783998
SFO_SJC,SFO_departure_fix,37.60847639025158,-122.38873209113918,105,CLIMB,6356.01,345,2.875,52.966750000000005,120.0,2.1750818621853587
SFO_SJC,SFO_SJC_waypoint_1,37.57596372604184,-122.32934400370586,450,CRUISE,1644.24,0,0.0,79.71,20.627775686864886,2.1750818621852277
SFO_SJC,SFO_SJC_waypoint_2,37.56755584712531,-122.31398257445606,450,CRUISE,1644.24,0,0.0,79.71,20.627775686864886,2.1750818621846775
SFO_SJC,SFO_SJC_waypoint_3,37.559147968510935,-122.29862287879224,450,CRUISE,1644.24,0,0.0,79.71,20.627775686864886,2.175081862185334
SFO_SJC,SFO_SJC_waypoint_4,37.55074009019865,-122.28326491599245,450,CRUISE,1644.24,0,0.0,79.71,20.627775686864886,2.1750818621848795
SFO_SJC,SFO_SJC_waypoint_5,37.54233221218838,-122.26790868533499,450,CRUISE,1644.24,0,0.0,79.71,20.627775686864886,2.1750818621848715
SFO_SJC,SFO_SJC_waypoint_6,37.53392433448005,-122.25255418609851,450,CRUISE,1644.24,0,0.0,79.71,20.627775686864886,2.175081862185263
SFO_SJC,SFO_SJC_waypoint_7,37.5255164570736,-122.237201417562,450,CRUISE,1644.24,0,0.0,79.71,20.627775686864886,2.175081862185299
SFO_SJC,SFO_SJC_waypoint_8,37.51710857996896,-122.22185037900476,450,CRUISE,1644.24,0,0.0,79.71,20.627775686864886,2.1750818621851913
SFO_SJC,SFO_SJC_waypoint_9,37.50870070316607,-122.20650106970639,450,CRUISE,1644.24,0,0.0,79.71,20.627775686864886,2.1750818621857904
